Host,Parasite,paraType
Cervus elaphus,Echinococcus granulosus,helminth
Cervus elaphus nelsoni,Echinococcus granulosus,helminth
Cervus elaphus sibiricus,Echinococcus granulosus,helminth
Cervus elaphus,Elaeophora elaphi,helminth
Cervus elaphus,Elaphostrongylus cervi,helminth
Cervus elaphus atlanticus,Elaphostrongylus cervi,helminth
Cervus elaphus hispanicus,Elaphostrongylus cervi,helminth
Cervus elaphus canadensis,Elaphostrongylus panticola,helminth
Cervus elaphus,Fasciola gigantica,helminth
Cervus elaphus,Fasciola hepatica,helminth
Cervus elaphus,Fascioloides magna,helminth
Cervus elaphus nelsoni,Fascioloides magna,helminth
Cervus elaphus roosvelti,Fascioloides magna,helminth
Cervus elaphus,Filaria terebra,helminth
Cervus elaphus,Fischoederius skrjabini,helminth
Cervus elaphus,Gongylonema pulchrum,helminth
Cervus elaphus,Haemonchus contortus,helminth
Cervus elaphus,Marshallagia marshalli,helminth
Cervus elaphus,Mazamastrongylus odocoilei,helminth
Cervus elaphus,Mazamastrongylus pursglovei,helminth
Cervus elaphus nannodes,Mazamastrongylus pursglovei,helminth
Cervus elaphus,Moniezia benedeni,helminth
Cervus elaphus hispanicus,Moniezia benedeni,helminth
Cervus elaphus,Moniezia expansa,helminth
Cervus elaphus,Muellerius capillaris,helminth
Cervus elaphus,Nematodirella alcidis,helminth
Cervus elaphus,Nematodirella longispiculata,helminth
Cervus elaphus,Nematodirella longissimespiculata,helminth
Cervus elaphus,Nematodirus antilocaprae,helminth
Cervus elaphus,Nematodirus filicollis,helminth
Cervus elaphus,Nematodirus helvetianus,helminth
Cervus elaphus,Nematodirus odocoilei,helminth
Cervus elaphus,Nematodirus oiratianus,helminth
Cervus elaphus,Nematodirus roscidus,helminth
Cervus elaphus,Nematodirus spathiger,helminth
Cervus elaphus,Oesophagostomum cervi,helminth
Cervus elaphus,Oesophagostomum radiatum,helminth
Cervus elaphus,Oesophagostomum sikae,helminth
Cervus elaphus,Oesophagostomum venulosum,helminth
Cervus elaphus hispanicus,Oesophagostomum venulosum,helminth
Cervus elaphus,Onchocerca flexuosa,helminth
Cervus elaphus,Onchocerca garmsi,helminth
Cervus elaphus,Onchocerca jakutensis,helminth
Cervus elaphus,Onchocerca skrjabini,helminth
Cervus elaphus,Onchocerca tarsicola,helminth
Cervus elaphus,Onchocerca tubingensis,helminth
Cervus elaphus,Orthostrongylus macrotis,helminth
Cervus elaphus,Ostertagia arctica,helminth
Cervus elaphus,Ostertagia circumcincta,helminth
Cervus elaphus,Ostertagia drozdzi,helminth
Cervus elaphus sibiricus,Ostertagia drozdzi,helminth
Cervus elaphus,Ostertagia gruehneri,helminth
Cervus elaphus,Ostertagia kolchida,helminth
Cervus elaphus hispanicus,Ostertagia kolchida,helminth
Cervus elaphus nannodes,Ostertagia kolchida,helminth
Cervus elaphus sibiricus,Ostertagia kolchida,helminth
Cervus elaphus,Ostertagia leptospicularis,helminth
Cervus elaphus hispanicus,Ostertagia leptospicularis,helminth
Cervus elaphus nannodes,Ostertagia leptospicularis,helminth
Cervus elaphus sibiricus,Ostertagia leptospicularis,helminth
Cervus elaphus,Ostertagia lyrata,helminth
Cervus elaphus,Ostertagia mossi,helminth
Cervus elaphus,Ostertagia ostertagi,helminth
Cervus elaphus hispanicus,Ostertagia ostertagi,helminth
Cervus elaphus,Ostertagia spiculoptera,helminth
Cervus elaphus,Ostertagia trifurcata,helminth
Cervus elaphus,Parafasciolopsis fasciolaemorpha,helminth
Cervus elaphus,Parafilaria antipini,helminth
Cervus elaphus,Paramphistomum cervi,helminth
Cervus elaphus,Paramphistomum hiberniae,helminth
Cervus elaphus,Paramphistomum ichikawai,helminth
Cervus elaphus,Paramphistomum leydeni,helminth
Cervus elaphus,Parelaphostrongylus tenuis,helminth
Cervus elaphus canadensis,Parelaphostrongylus tenuis,helminth
Cervus elaphus,Protostrongylus kochi,helminth
Cervus elaphus,Rinadia mathevossiani,helminth
Cervus elaphus,Sclerostoma hypostomum,helminth
Cervus elaphus,Setaria cervi,helminth
Cervus elaphus,Setaria labiatopapillosa,helminth
Cervus elaphus,Skrjabinagia arctica,helminth
Cervus elaphus,Skrjabinagia kolchida,helminth
Cervus elaphus,Skrjabinagia lasensis,helminth
Cervus elaphus,Skrjabinagia lyrata,helminth
Cervus elaphus,Spiculopteragia asymmetrica,helminth
Cervus elaphus hispanicus,Spiculopteragia asymmetrica,helminth
Cervus elaphus sibiricus,Spiculopteragia asymmetrica,helminth
Cervus elaphus,Spiculopteragia boehmi,helminth
Cervus elaphus sibiricus,Spiculopteragia boehmi,helminth
Cervus elaphus,Spiculopteragia bohmi,helminth
Cervus elaphus,Spiculopteragia dagestanica,helminth
Cervus elaphus,Spiculopteragia mathevossiani,helminth
Cervus elaphus sibiricus,Spiculopteragia mathevossiani,helminth
Cervus elaphus,Spiculopteragia quadrispiculata,helminth
Cervus elaphus,Spiculopteragia spiculoptera,helminth
Cervus elaphus,Strongyloides papillosus,helminth
Cervus elaphus,Strongyloides ransomi,helminth
Cervus elaphus,Strongylus sagittatus,helminth
Cervus elaphus,Strongylus ventricosus,helminth
Cervus elaphus,Taenia cervi,helminth
Cervus elaphus,Taenia hydatigena,helminth
Cervus elaphus hippelaphus,Taenia hydatigena,helminth
Cervus elaphus nelsoni,Taenia hydatigena,helminth
Cervus elaphus,Taenia krabbei,helminth
Cervus elaphus,Taenia ovis,helminth
Cervus elaphus hippelaphus,Taenia ovis,helminth
Cervus elaphus,Taenia parenchymatosa,helminth
Cervus elaphus,Teladorsagia circumcincta,helminth
Cervus elaphus,Teladorsagia trifurcata,helminth
Cervus elaphus,Thelazia rhodesi,helminth
Cervus elaphus,Thysaniezia giardi,helminth
Cervus elaphus,Thysanosoma actinioides,helminth
Cervus elaphus nelsoni,Thysanosoma actinioides,helminth
Cervus elaphus,Trichocephalus affinis,helminth
Cervus elaphus,Trichocephalus capreoli,helminth
Cervus elaphus,Trichocephalus globulosa,helminth
Cervus elaphus,Trichocephalus ovis,helminth
Cervus elaphus,Trichocephalus skrjabini,helminth
Cervus elaphus,Trichostrongylus askivali,helminth
Cervus elaphus,Trichostrongylus axei,helminth
Cervus elaphus nannodes,Trichostrongylus axei,helminth
Cervus elaphus,Trichostrongylus capricola,helminth
Cervus elaphus,Trichostrongylus colubriformis,helminth
Cervus elaphus,Trichostrongylus extenuatus,helminth
Cervus elaphus,Trichostrongylus ostertagiaformis,helminth
Cervus elaphus,Trichostrongylus vitrinus,helminth
Cervus elaphus,Trichuris capreoli,helminth
Cervus elaphus,Trichuris globulosa,helminth
Cervus elaphus,Trichuris guevarai,helminth
Cervus elaphus,Trichuris ovis,helminth
Cervus elaphus hispanicus,Trichuris ovis,helminth
Cervus elaphus,Trichuris skrjabini,helminth
Cervus elaphus,Varestrongylus capreoli,helminth
Cervus elaphus,Varestrongylus sagittatus,helminth
Cervus elaphus hippelaphus,Varestrongylus sagittatus,helminth
Cervus elaphus barbarus,Wehrdikmansia flexuosa,helminth
Cervus elaphus,Trichostrongylid ova,helminth
Cervus elaphus,Aonchotheca bovis,helminth
Cervus elaphus,Apteragia quadrispiculata,helminth
Cervus elaphus,Ashworthius gagarini,helminth
Cervus elaphus sibiricus,Ashworthius gagarini,helminth
Cervus elaphus,Ashworthius sidemi,helminth
Cervus elaphus sibiricus,Ashworthius sidemi,helminth
Cervus elaphus canadensis,Bicaulus marali,helminth
Cervus elaphus,Bunostomum trigonocephalum,helminth
Cervus elaphus,Calicophoron calicophorum,helminth
Cervus elaphus,Calicophoron daubneyi,helminth
Cervus elaphus,Camelostrongylus mentulatus,helminth
Cervus elaphus,Capillaria bovis,helminth
Cervus elaphus,Chabertia ovina,helminth
Cervus elaphus,Cooperia curticei,helminth
Cervus elaphus,Cooperia mcmasteri,helminth
Cervus elaphus,Cooperia oncophora,helminth
Cervus elaphus,Cooperia pectinata,helminth
Cervus elaphus,Cooperia punctata,helminth
Cervus elaphus,Cooperia zurnabada,helminth
Cervus elaphus,Cutifilaria wenki,helminth
Cervus elaphus,Cysticercus tenuicollis,helminth
Cervus elaphus,Cystocaulus nigrescens,helminth
Cervus elaphus,Dicrocoelium dendriticum,helminth
Cervus elaphus hispanicus,Dicrocoelium dendriticum,helminth
Cervus elaphus nelsoni,Dicrocoelium dendriticum,helminth
Cervus elaphus,Dicrocoelium lanceatum,helminth
Cervus elaphus,Dictyocaulus eckerti,helminth
Cervus elaphus,Dictyocaulus filaria,helminth
Cervus elaphus,Dictyocaulus nerneri,helminth
Cervus elaphus,Dictyocaulus noerneri,helminth
Cervus elaphus,Dictyocaulus viviparus,helminth
Cervus elaphus nelsoni,Dictyocaulus viviparus,helminth
Cervus elaphus,Distomum lanceolatum,helminth
Cervus elaphus,Echinococcus granulosus,helminth
Cervus elaphus nelsoni,Echinococcus granulosus,helminth
Cervus elaphus sibiricus,Echinococcus granulosus,helminth
Cervus elaphus,Elaeophora elaphi,helminth
Cervus elaphus,Elaphostrongylus cervi,helminth
Cervus elaphus atlanticus,Elaphostrongylus cervi,helminth
Cervus elaphus hispanicus,Elaphostrongylus cervi,helminth
Cervus elaphus canadensis,Elaphostrongylus panticola,helminth
Cervus elaphus,Fasciola gigantica,helminth
Cervus elaphus,Fasciola hepatica,helminth
Cervus elaphus,Fascioloides magna,helminth
Cervus elaphus nelsoni,Fascioloides magna,helminth
Cervus elaphus roosvelti,Fascioloides magna,helminth
Cervus elaphus,Filaria terebra,helminth
Cervus elaphus,Fischoederius skrjabini,helminth
Cervus elaphus,Gongylonema pulchrum,helminth
Cervus elaphus,Haemonchus contortus,helminth
Cervus elaphus,Marshallagia marshalli,helminth
Cervus elaphus,Mazamastrongylus odocoilei,helminth
Cervus elaphus,Mazamastrongylus pursglovei,helminth
Cervus elaphus nannodes,Mazamastrongylus pursglovei,helminth
Cervus elaphus,Moniezia benedeni,helminth
Cervus elaphus hispanicus,Moniezia benedeni,helminth
Cervus elaphus,Moniezia expansa,helminth
Cervus elaphus,Muellerius capillaris,helminth
Cervus elaphus,Nematodirella alcidis,helminth
Cervus elaphus,Nematodirella longispiculata,helminth
Cervus elaphus,Nematodirella longissimespiculata,helminth
Cervus elaphus,Nematodirus antilocaprae,helminth
Cervus elaphus,Nematodirus filicollis,helminth
Cervus elaphus,Nematodirus helvetianus,helminth
Cervus elaphus,Nematodirus odocoilei,helminth
Cervus elaphus,Nematodirus oiratianus,helminth
Cervus elaphus,Nematodirus roscidus,helminth
Cervus elaphus,Nematodirus spathiger,helminth
Cervus elaphus,Oesophagostomum cervi,helminth
Cervus elaphus,Oesophagostomum radiatum,helminth
Cervus elaphus,Oesophagostomum sikae,helminth
Cervus elaphus,Oesophagostomum venulosum,helminth
Cervus elaphus hispanicus,Oesophagostomum venulosum,helminth
Cervus elaphus,Onchocerca flexuosa,helminth
Cervus elaphus,Onchocerca garmsi,helminth
Cervus elaphus,Onchocerca jakutensis,helminth
Cervus elaphus,Onchocerca skrjabini,helminth
Cervus elaphus,Onchocerca tarsicola,helminth
Cervus elaphus,Onchocerca tubingensis,helminth
Cervus elaphus,Orthostrongylus macrotis,helminth
Cervus elaphus,Ostertagia arctica,helminth
Cervus elaphus,Ostertagia circumcincta,helminth
Cervus elaphus,Ostertagia drozdzi,helminth
Cervus elaphus sibiricus,Ostertagia drozdzi,helminth
Cervus elaphus,Ostertagia gruehneri,helminth
Cervus elaphus,Ostertagia kolchida,helminth
Cervus elaphus hispanicus,Ostertagia kolchida,helminth
Cervus elaphus nannodes,Ostertagia kolchida,helminth
Cervus elaphus sibiricus,Ostertagia kolchida,helminth
Cervus elaphus,Ostertagia leptospicularis,helminth
Cervus elaphus hispanicus,Ostertagia leptospicularis,helminth
Cervus elaphus nannodes,Ostertagia leptospicularis,helminth
Cervus elaphus sibiricus,Ostertagia leptospicularis,helminth
Cervus elaphus,Ostertagia lyrata,helminth
Cervus elaphus,Ostertagia mossi,helminth
Cervus elaphus,Ostertagia ostertagi,helminth
Cervus elaphus hispanicus,Ostertagia ostertagi,helminth
Cervus elaphus,Ostertagia spiculoptera,helminth
Cervus elaphus,Ostertagia trifurcata,helminth
Cervus elaphus,Parafasciolopsis fasciolaemorpha,helminth
Cervus elaphus,Parafilaria antipini,helminth
Cervus elaphus,Paramphistomum cervi,helminth
Cervus elaphus,Paramphistomum hiberniae,helminth
Cervus elaphus,Paramphistomum ichikawai,helminth
Cervus elaphus,Paramphistomum leydeni,helminth
Cervus elaphus,Parelaphostrongylus tenuis,helminth
Cervus elaphus canadensis,Parelaphostrongylus tenuis,helminth
Cervus elaphus,Protostrongylus kochi,helminth
Cervus elaphus,Rinadia mathevossiani,helminth
Cervus elaphus,Sclerostoma hypostomum,helminth
Cervus elaphus,Setaria cervi,helminth
Cervus elaphus,Setaria labiatopapillosa,helminth
Cervus elaphus,Skrjabinagia arctica,helminth
Cervus elaphus,Skrjabinagia kolchida,helminth
Cervus elaphus,Skrjabinagia lasensis,helminth
Cervus elaphus,Skrjabinagia lyrata,helminth
Cervus elaphus,Spiculopteragia asymmetrica,helminth
Cervus elaphus hispanicus,Spiculopteragia asymmetrica,helminth
Cervus elaphus sibiricus,Spiculopteragia asymmetrica,helminth
Cervus elaphus,Spiculopteragia boehmi,helminth
Cervus elaphus sibiricus,Spiculopteragia boehmi,helminth
Cervus elaphus,Spiculopteragia bohmi,helminth
Cervus elaphus,Spiculopteragia dagestanica,helminth
Cervus elaphus,Spiculopteragia mathevossiani,helminth
Cervus elaphus sibiricus,Spiculopteragia mathevossiani,helminth
Cervus elaphus,Spiculopteragia quadrispiculata,helminth
Cervus elaphus,Spiculopteragia spiculoptera,helminth
Cervus elaphus,Strongyloides papillosus,helminth
Cervus elaphus,Strongyloides ransomi,helminth
Cervus elaphus,Strongylus sagittatus,helminth
Cervus elaphus,Strongylus ventricosus,helminth
Cervus elaphus,Taenia cervi,helminth
Cervus elaphus,Taenia hydatigena,helminth
Cervus elaphus hippelaphus,Taenia hydatigena,helminth
Cervus elaphus nelsoni,Taenia hydatigena,helminth
Cervus elaphus,Taenia krabbei,helminth
Cervus elaphus,Taenia ovis,helminth
Cervus elaphus hippelaphus,Taenia ovis,helminth
Cervus elaphus,Taenia parenchymatosa,helminth
Cervus elaphus,Teladorsagia circumcincta,helminth
Cervus elaphus,Teladorsagia trifurcata,helminth
Cervus elaphus,Thelazia rhodesi,helminth
Cervus elaphus,Thysaniezia giardi,helminth
Cervus elaphus,Thysanosoma actinioides,helminth
Cervus elaphus nelsoni,Thysanosoma actinioides,helminth
Cervus elaphus,Trichocephalus affinis,helminth
Cervus elaphus,Trichocephalus capreoli,helminth
Cervus elaphus,Trichocephalus globulosa,helminth
Cervus elaphus,Trichocephalus ovis,helminth
Cervus elaphus,Trichocephalus skrjabini,helminth
Cervus elaphus,Trichostrongylus askivali,helminth
Cervus elaphus,Trichostrongylus axei,helminth
Cervus elaphus nannodes,Trichostrongylus axei,helminth
Cervus elaphus,Trichostrongylus capricola,helminth
Cervus elaphus,Trichostrongylus colubriformis,helminth
Cervus elaphus,Trichostrongylus extenuatus,helminth
Cervus elaphus,Trichostrongylus ostertagiaformis,helminth
Cervus elaphus,Trichostrongylus vitrinus,helminth
Cervus elaphus,Trichuris capreoli,helminth
Cervus elaphus,Trichuris globulosa,helminth
Cervus elaphus,Trichuris guevarai,helminth
Cervus elaphus,Trichuris ovis,helminth
Cervus elaphus hispanicus,Trichuris ovis,helminth
Cervus elaphus,Trichuris skrjabini,helminth
Cervus elaphus,Varestrongylus capreoli,helminth
Cervus elaphus,Varestrongylus sagittatus,helminth
Cervus elaphus hippelaphus,Varestrongylus sagittatus,helminth
Cervus elaphus barbarus,Wehrdikmansia flexuosa,helminth
Elephas maximus,Fasciola jacksoni,helminth
Elephas maximus,Gastrodiscus aegyptiacus,helminth
Elephas maximus,Gastrodiscus secundus,helminth
Elephas maximus,Hawkesius hawkesi,helminth
Elephas maximus,Homalogaster paloniae,helminth
Elephas maximus,Pfenderius birmanicus,helminth
Elephas maximus,Pfenderius heterocaeca,helminth
Elephas maximus,Pfenderius papillatus,helminth
Elephas maximus,Pseudodiscus collinsi,helminth
Gorilla gorilla beringei,Anoplocephala gorillae,helminth
Gorilla gorilla beringei,Capillaria hepatica,helminth
Gorilla gorilla beringei,Hyostrongylus kigeziensis,helminth
Gorilla gorilla beringei,Paralibyostrongylus kalinae,helminth
Gorilla gorilla beringei,Strongyloides fuelleborni,helminth
Gorilla gorilla beringei,Trichuris trichiura,helminth
Macaca mulatta,Anatrichosoma cutaneum,helminth
Macaca mulatta,Ancylostoma duodenale,helminth
Macaca mulatta,Ascaris lumbricoides,helminth
Macaca mulatta,Bertiella studeri,helminth
Macaca mulatta,Dirofilaria immitis,helminth
Macaca mulatta,Dirofilaria magnilarvatum,helminth
Macaca mulatta,Enterobius bipapillatus,helminth
Macaca mulatta,Enterobius macaci,helminth
Macaca mulatta,Gastrodiscoides hominis,helminth
Macaca mulatta,Multiceps multiceps,helminth
Macaca mulatta,Necator americanus,helminth
Macaca mulatta,Oesophagostomum aculeatum,helminth
Macaca mulatta,Oesophagostomum apiostomum,helminth
Macaca mulatta,Oesophagostomum bifurcum,helminth
Macaca mulatta,Oesophagostomum macacae,helminth
Macaca mulatta,Oesophagostomum Conoweberia,helminth
Macaca mulatta,Paragonimus africanus,helminth
Macaca mulatta,Phaneropsolus bonnei,helminth
Macaca mulatta,Physalopteriata schulzi,helminth
Macaca mulatta,Schistosoma japonicum,helminth
Macaca mulatta,Setaria digitata,helminth
Macaca mulatta,Streptopharagus armatus,helminth
Macaca mulatta,Strongyloides fuelleborni,helminth
Macaca mulatta,Taenia solium,helminth
Macaca mulatta,Ternidens deminutus,helminth
Macaca mulatta,Trichocephalus cynocephalus,helminth
Macaca mulatta,Watsonius macaci,helminth
Macaca mulatta,Watsonius noci,helminth
Macaca mulatta,Anatrichosoma cutaneum,helminth
Macaca mulatta,Ancylostoma duodenale,helminth
Macaca mulatta,Ascaris lumbricoides,helminth
Macaca mulatta,Bertiella studeri,helminth
Macaca mulatta,Dirofilaria immitis,helminth
Macaca mulatta,Dirofilaria magnilarvatum,helminth
Macaca mulatta,Enterobius bipapillatus,helminth
Macaca mulatta,Enterobius macaci,helminth
Macaca mulatta,Gastrodiscoides hominis,helminth
Macaca mulatta,Multiceps multiceps,helminth
Macaca mulatta,Necator americanus,helminth
Macaca mulatta,Oesophagostomum aculeatum,helminth
Macaca mulatta,Oesophagostomum apiostomum,helminth
Macaca mulatta,Oesophagostomum bifurcum,helminth
Macaca mulatta,Oesophagostomum macacae,helminth
Macaca mulatta,Oesophagostomum Conoweberia,helminth
Macaca mulatta,Paragonimus africanus,helminth
Macaca mulatta,Phaneropsolus bonnei,helminth
Macaca mulatta,Physalopteriata schulzi,helminth
Macaca mulatta,Schistosoma japonicum,helminth
Macaca mulatta,Setaria digitata,helminth
Macaca mulatta,Streptopharagus armatus,helminth
Macaca mulatta,Strongyloides fuelleborni,helminth
Macaca mulatta,Taenia solium,helminth
Macaca mulatta,Ternidens deminutus,helminth
Macaca mulatta,Trichocephalus cynocephalus,helminth
Macaca mulatta,Watsonius macaci,helminth
Macaca mulatta,Watsonius noci,helminth
Macaca mulatta,Anatrichosoma cutaneum,helminth
Macaca mulatta,Ancylostoma duodenale,helminth
Macaca mulatta,Ascaris lumbricoides,helminth
Macaca mulatta,Bertiella studeri,helminth
Macaca mulatta,Dirofilaria immitis,helminth
Macaca mulatta,Dirofilaria magnilarvatum,helminth
Macaca mulatta,Enterobius bipapillatus,helminth
